,,불만족(1+2),,,,,보통(3),,,,,만족(4+5)
구분1,구분2,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019
"성별","남성","1.01","0.69","0.66","2.36","1.82","9.10","9.08","9.58","12.10","10.08","89.89","89.01","89.38","85.55","88.10"
"성별","여성","0.77","0.73","0.71","1.22","1.14","9.00","8.01","9.16","10.77","9.48","90.24","90.34","89.97","88.01","89.38"
"성별","전체","0.88","0.71","0.69","1.71","1.42","9.04","8.45","9.35","11.34","9.73","90.08","89.79","89.70","86.95","88.86"
