,,불만족(1+2),,,,,보통(3),,,,,만족(4+5)
구분1,구분2,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019
"성별","남성","8.00","7.11","8.83","11.18","9.44","29.85","28.52","28.81","33.52","33.89","62.13","64.36","62.36","55.30","56.67"
"성별","여성","5.83","4.46","5.12","7.45","6.00","25.34","24.73","25.52","28.07","27.36","68.81","70.81","69.35","64.48","66.64"
"성별","전체","6.80","5.56","6.79","9.06","7.41","27.35","26.30","27.00","30.43","30.04","65.83","68.14","66.21","60.51","62.54"
