,,불만족(1+2),,,,,보통(3),,,,,만족(4+5)
구분1,구분2,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019
"성별","남성","1.06","0.58","0.82","1.13","0.87","12.71","10.45","14.26","14.38","14.11","80.96","83.68","84.92","84.49","85.02"
"성별","여성","0.55","0.70","0.43","0.97","0.94","12.32","10.80","10.90","12.13","11.67","86.54","87.11","88.68","86.90","87.38"
"성별","전체","0.78","0.65","0.61","1.04","0.91","12.50","10.65","12.41","13.07","12.64","84.05","85.69","86.99","85.89","86.45"
