,,불만족(1+2),,,,,보통(3),,,,,만족(4+5)
구분1,구분2,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019
"성별","남성","4.69","1.88","2.55","2.96","2.41","25.43","22.43","22.61","24.90","22.13","69.41","75.69","74.84","72.14","75.45"
"성별","여성","3.67","1.97","1.86","2.34","1.68","22.61","19.82","18.78","22.74","19.63","73.57","78.21","79.35","74.92","78.69"
"성별","전체","4.13","1.93","2.17","2.60","1.98","23.87","20.90","20.50","23.67","20.64","71.71","77.17","77.33","73.73","77.38"
