국가,2018,2019
일본,73.835,78.235
중국,91.19,89.175
홍콩,84.445,83
싱가포르,82.305,77.575
대만,91.365,88.13
태국,89.47,88.78
말레이시아,84.79,81.71
호주,85.24,84.455
미국,86.4,85.23
캐나다,88.1,84.325
영국,88.135,83.795
독일,77.115,76.97
프랑스,83.98,82.05
러시아,93.165,93.975
중동,89.42,0
인도,86.44,83.85
필리핀,89.79,89.81
인도네시아,89.95,84.815
베트남,86.61,83.005
몽골,96.045,95.945
전체,85.945,85.415
기타,83.05,81.85
중동전체,0,88.645
중앙아시아,0,92.95
GCC,0,78.62
중동기타,0,82.855
