국가,2018,2019
일본,88.46,86.425
중국,95.21,93.53
홍콩,91.935,93.895
싱가포르,95.74,94.335
대만,95.09,95.155
태국,92.145,95.865
말레이시아,93.965,94.265
호주,94.645,95.035
미국,93.15,92.66
캐나다,93.485,94.695
영국,92.78,91.495
독일,92.185,90.84
프랑스,93.51,92.815
러시아,94.42,95.58
중동,96.1,0
인도,95.305,93.805
필리핀,95.86,97.525
인도네시아,94.615,95.43
베트남,92.565,91.87
몽골,95.265,95.66
전체,93.08,92.34
기타,91.385,92.09
중동전체,0,93.12
중앙아시아,0,95.115
GCC,0,86.13
중동기타,0,92.155
