방문지역,2019
"강원","43.90"
"경기","40.20"
"경남","2.22"
"경북","2.32"
"광주","0.70"
"대구","2.87"
"대전","0.70"
"부산","12.10"
"서울","86.72"
"세종","0.49"
"울산","1.57"
"인천","6.23"
"전남","0.59"
"전북","2.20"
"제주","2.55"
"충남","0.68"
"충북","0.90"
