한국방문 주요활동,2019
"K-POP/한류스타관련공연장및드라마/영화촬영지방문","24.68"
"고궁/역사유적지방문","78.81"
"기타","0.90"
"박물관,전시관방문","39.98"
"뷰티/의료관광","9.43"
"쇼핑","97.31"
"스포츠/레저관람및참가","5.45"
"시찰(산업시설등)","0.53"
"식도락관광","58.12"
"업무수행(회의,학술대회,박람회등참여)","12.51"
"연수,교육,연구","4.34"
"유흥/오락","31.42"
"자연경관감상","77.29"
"전통문화체험(한복체험,태권도,한국음식만들기등)","47.61"
