,,불만족(1+2),,,,,보통(3),,,,,만족(4+5)
구분1,구분2,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019
"연령","15-20세","1.17","0.87","1.03","1.87","1.49","10.05","8.28","9.13","11.89","8.90","88.77","90.16","89.54","86.24","89.61"
"연령","21-30세","0.68","0.67","0.81","1.48","1.35","8.31","8.02","9.21","11.34","10.45","91.02","90.20","89.79","87.18","88.19"
"연령","31-40세","0.89","0.74","0.55","1.66","1.06","7.92","7.27","8.36","10.43","8.39","91.19","91.21","90.84","87.92","90.55"
"연령","41-50세","0.75","0.58","0.42","1.99","1.81","11.02","11.97","9.12","11.37","10.37","88.23","86.00","90.14","86.63","87.82"
"연령","51-60세","1.59","0.40","0.77","1.92","1.68","11.36","9.12","10.95","11.93","10.26","87.05","89.82","87.82","86.15","88.05"
"연령","61세이상","1.23","2.09","0.66","1.62","1.26","9.61","8.96","15.17","13.09","8.00","89.16","86.21","83.97","85.29","90.74"
"연령","모름/무응답","2.15","4.78","0.00","0.00","0.00","12.31","7.81","31.21","0.00","0.00","85.53","87.41","68.79","0.00","0.00"
"연령","전체","0.88","0.71","0.69","1.71","1.42","9.04","8.45","9.35","11.34","9.73","90.08","89.79","89.70","86.95","88.86"
