,,불만족(1+2),,,,,보통(3),,,,,만족(4+5)
구분1,구분2,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019
"연령","15-20세","2.04","1.36","0.76","1.49","1.96","12.45","9.55","10.53","9.01","9.77","85.51","89.08","88.72","89.50","88.27"
"연령","21-30세","2.63","1.38","1.53","1.75","1.77","11.91","12.88","11.23","13.16","11.35","85.46","85.74","87.24","85.09","86.88"
"연령","31-40세","2.22","1.59","2.01","1.98","1.53","12.06","12.16","10.87","12.53","12.77","85.71","86.25","87.12","85.50","85.70"
"연령","41-50세","2.14","1.79","2.00","2.07","2.26","11.40","10.50","11.00","14.30","14.51","86.46","87.71","87.00","83.63","83.22"
"연령","51-60세","2.84","0.60","1.27","2.10","2.16","11.27","10.90","11.98","13.18","15.05","85.89","88.50","86.75","84.72","82.79"
"연령","61세이상","1.40","2.05","2.16","3.66","3.16","10.47","10.39","15.69","14.86","19.10","88.14","87.56","82.15","81.47","77.75"
"연령","모름/무응답","7.54","4.78","0.00","0.00","0.00","18.83","2.48","13.44","0.00","0.00","73.63","92.74","86.56","0.00","0.00"
"연령","전체","2.40","1.46","1.66","2.00","1.94","11.81","11.94","11.27","13.11","13.19","85.79","86.60","87.07","84.90","84.87"
