,,불만족(1+2),,,,,보통(3),,,,,만족(4+5)
구분1,구분2,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019
"연령","15-20세","0.88","0.88","1.10","2.06","1.68","12.57","10.96","11.46","14.76","13.09","86.26","86.17","87.44","83.18","85.22"
"연령","21-30세","1.31","1.08","1.26","1.95","1.59","11.63","11.73","13.17","15.46","15.99","85.80","85.46","85.57","82.59","82.42"
"연령","31-40세","1.27","1.09","1.54","1.46","1.84","13.53","11.95","14.37","15.72","15.39","81.27","82.32","84.09","82.82","82.77"
"연령","41-50세","2.38","1.48","1.09","2.36","2.40","20.79","14.82","17.90","18.46","19.23","68.45","69.06","81.01","79.18","78.36"
"연령","51-60세","1.71","0.33","0.87","1.55","2.58","21.77","16.05","22.32","18.56","19.51","63.52","67.11","76.81","79.89","77.91"
"연령","61세이상","2.62","1.83","1.87","2.01","4.36","17.51","13.06","22.36","14.73","17.95","69.21","71.41","75.77","83.27","77.69"
"연령","모름/무응답","2.15","0.00","7.19","0.00","0.00","29.98","23.67","31.60","0.00","0.00","59.61","62.44","61.21","0.00","0.00"
"연령","전체","1.53","1.09","1.28","1.84","2.04","14.77","12.52","15.20","16.48","16.86","79.24","80.78","83.52","81.68","81.09"
