,,불만족(1+2),,,,,보통(3),,,,,만족(4+5)
구분1,구분2,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019
"연령","15-20세","6.97","4.02","6.24","6.48","5.52","25.09","20.11","22.41","25.52","20.40","67.94","75.87","71.35","67.99","74.08"
"연령","21-30세","5.06","4.94","5.70","8.03","6.50","24.07","24.15","24.39","28.30","25.64","70.85","70.91","69.92","63.67","67.86"
"연령","31-40세","7.02","5.26","6.73","8.97","8.00","27.51","26.55","28.22","29.26","28.89","65.47","68.19","65.06","61.77","63.11"
"연령","41-50세","8.85","7.86","7.96","9.73","8.19","33.48","33.06","29.21","33.54","34.43","57.64","59.08","62.83","56.73","57.38"
"연령","51-60세","8.72","7.02","10.03","9.99","8.46","31.02","29.72","31.45","33.32","34.91","60.21","63.27","58.52","56.69","56.63"
"연령","61세이상","10.13","7.52","7.72","13.22","6.10","29.33","29.49","37.69","33.51","40.61","60.36","62.99","54.59","53.27","53.29"
"연령","모름/무응답","5.91","0.00","9.52","0.00","0.00","36.76","41.54","36.73","0.00","0.00","57.33","58.46","53.75","0.00","0.00"
"연령","전체","6.80","5.56","6.79","9.06","7.41","27.35","26.30","27.00","30.43","30.04","65.83","68.14","66.21","60.51","62.54"
