,,불만족(1+2),,,,,보통(3),,,,,만족(4+5)
구분1,구분2,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019
"연령","15-20세","0.13","0.73","0.65","0.17","2.47","10.09","8.51","8.44","9.93","6.90","89.67","90.45","90.91","89.90","90.64"
"연령","21-30세","0.73","0.96","0.46","0.84","0.82","10.62","10.85","10.81","13.22","12.71","88.14","87.57","88.72","85.93","86.47"
"연령","31-40세","0.92","0.38","0.81","1.04","0.72","11.58","10.17","11.64","12.43","12.42","85.33","87.30","87.55","86.52","86.87"
"연령","41-50세","1.25","0.60","0.45","1.57","0.46","17.65","11.71","14.80","13.76","12.73","75.62","78.95","84.75","84.66","86.81"
"연령","51-60세","0.41","0.03","0.92","1.12","1.16","15.22","9.82","17.99","13.29","14.32","75.20","79.73","81.09","85.60","84.52"
"연령","61세이상","0.04","0.11","0.64","1.09","1.83","13.87","13.86","20.24","14.92","11.63","80.39","77.93","79.12","83.99","86.54"
"연령","모름/무응답","2.15","0.00","0.00","0.00","0.00","22.33","19.91","15.38","0.00","0.00","73.36","65.64","84.62","0.00","0.00"
"연령","전체","0.78","0.65","0.61","1.04","0.91","12.50","10.65","12.41","13.07","12.64","84.05","85.69","86.99","85.89","86.45"
