,,불만족(1+2),,,,,보통(3),,,,,만족(4+5)
구분1,구분2,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019,2015,2016,2017,2018,2019
"연령","15-20세","2.48","1.82","2.78","2.51","2.13","22.97","18.74","20.99","21.47","15.77","74.37","79.43","76.22","76.02","82.10"
"연령","21-30세","2.96","1.83","2.06","2.44","1.91","20.16","19.06","18.61","22.15","18.58","76.80","79.11","79.34","75.41","79.52"
"연령","31-40세","4.09","1.82","1.93","2.27","1.63","22.41","19.48","20.10","22.84","20.09","73.30","78.70","77.97","74.88","78.29"
"연령","41-50세","5.10","2.31","2.48","2.86","1.85","31.18","25.59","22.01","25.82","22.99","63.07","72.10","75.51","71.31","75.15"
"연령","51-60세","8.05","1.58","2.17","3.14","2.48","29.92","29.27","24.48","26.42","23.06","61.28","69.15","73.36","70.45","74.46"
"연령","61세이상","5.41","4.38","2.51","2.58","2.63","28.87","25.88","27.69","22.53","25.05","64.93","69.75","69.80","74.89","72.31"
"연령","모름/무응답","5.54","2.48","7.19","0.00","0.00","43.14","13.66","48.33","0.00","0.00","51.32","83.86","44.48","0.00","0.00"
"연령","전체","4.13","1.93","2.17","2.60","1.98","23.87","20.90","20.50","23.67","20.64","71.71","77.17","77.33","73.73","77.38"
