20세이하_계,20세이하_전년동기,20세이하_증감률,20대_계,20대_전년동기,20대_증감률,30대_계,30대_전년동기,30대_증감률,40대_계,40대_전년동기,40대_증감률,50대_계,50대_전년동기,50대_증감률,60대_계,60대_전년동기,60대_증감률
"36,778","34,466",6.71,"80,160","76,508",4.77,"80,592","73,611",9.48,"56,394","50,856",10.89,"36,517","33,551",8.84,"22,323","18,802",18.73
