방문지역,2019
"강원","21.21"
"경기","42.01"
"경남","3.20"
"경북","2.59"
"광주","0.29"
"대구","2.53"
"대전","1.45"
"부산","14.01"
"서울","75.53"
"세종","0.00"
"울산","0.06"
"인천","15.74"
"전남","0.53"
"전북","0.49"
"제주","10.76"
"충남","0.34"
"충북","0.46"
