한국방문 주요활동,2019
"K-POP/한류스타관련공연장및드라마/영화촬영지방문","25.31"
"고궁/역사유적지방문","66.53"
"기타","0.12"
"박물관,전시관방문","40.31"
"뷰티/의료관광","9.48"
"쇼핑","97.20"
"스포츠/레저관람및참가","8.41"
"시찰(산업시설등)","4.82"
"식도락관광","47.30"
"업무수행(회의,학술대회,박람회등참여)","9.35"
"연수,교육,연구","6.84"
"유흥/오락","38.14"
"자연경관감상","69.38"
"전통문화체험(한복체험,태권도,한국음식만들기등)","44.64"
