방문지역,2019
"강원","24.06"
"경기","23.18"
"경남","4.62"
"경북","3.57"
"광주","1.13"
"대구","2.90"
"대전","1.26"
"부산","13.63"
"서울","80.38"
"세종","0.89"
"울산","1.10"
"인천","5.47"
"전남","3.02"
"전북","1.12"
"제주","5.16"
"충남","1.67"
"충북","0.30"
